fid,lon,lat,TC,Kperc,eU,eTh,U_Th,U_K,Th_K,MDT,COD_UNI_ES,SIGLA_UNID,LS9_B6_SWIR,LS9_B5_NIR,LS9_B4_Red,LS9_B3_Green,LS9_B2_Blue,LS9_B7_SWIR2,LS9_RGB_Falsacor_1,LS9_RGB_Falsacor_2,LS9_RGB_Falsacor_3
"46",-53.5437362803738,"-30.769983",0.831487648237005,0.759781007576563,0.351428361442612,0.881127180679903,0.398839542291091,0.462539018398928,1.15971203793366,295,2778,NP3C_cortado_1vz,9120,16835,8070,8321,7754,9120,70,98,40
"47",-53.5425214392523,"-30.769983",0.0195823062518043,0.350856256769557,0.626393589799618,0.507342897138126,1.23465528606598,1.78532825826456,1.44601353787842,282,2778,NP3C_cortado_1vz,9516,19265,8208,8637,8008,9516,66,93,38
"48",-53.5413065981308,"-30.769983",0.395036075130637,0.285926763827528,0.418335902293037,0.966587051982961,0.432796923396416,1.46308759870195,3.38054066378344,271,2778,NP3C_cortado_1vz,9752,18028,8395,8693,7884,9752,63,86,40
"49",-53.5400917570093,"-30.769983",0.41554328796099,0.559375983632526,0.409706091694339,0.326514687310569,1.25478610187186,0.732434183237101,0.583712381054007,262,2778,NP3C_cortado_1vz,9428,16709,8168,8550,7960,9428,65,88,42
"50",-53.5388769158879,"-30.769983",0.555943214515876,0.57975439663814,0.393937742855404,0.350787480305232,1.12300969952698,0.679490738043138,0.605062216585793,262,2778,NP3C_cortado_1vz,8962,14125,7930,8277,7786,8962,56,79,33
"51",-53.5376620747664,"-30.769983",0.243309268609258,0.458091906034234,0.47381818270231,0.158852638312752,2.98275299507112,1.03432995968914,0.346770235885549,262,2778,NP3C_cortado_1vz,9158,16309,8030,8452,7887,9158,60,83,37
"52",-53.5364472336449,"-30.769983",0.413412355593974,0.0824580832043792,0.598538964090114,0.301356631473168,1.98614830927789,7.25870576698449,3.6546645248378,251,2778,NP3C_cortado_1vz,9282,15646,8163,8558,7997,9282,58,80,34
"53",-53.5352323925234,"-30.769983",0.680301222077603,0.560588213113337,0.175642714966197,0.55772660995813,0.314926187544437,0.313318601528795,0.994895356184329,250,2778,NP3C_cortado_1vz,8963,15832,7920,8282,7821,8963,58,80,34
"54",-53.5340175514019,"-30.769983",0.587804392159353,0.743542768946237,0.751661308982306,0.182767037459462,4.11267436092805,1.01091872636671,0.24580568205711,269,2778,NP3C_cortado_1vz,9244,15274,8010,8406,7867,9244,60,82,36
"55",-53.5328027102804,"-30.769983",0.289392134917971,0.718092415757609,0.23166950586973,0.421913623582477,0.549092261829849,0.32261795388176,0.58754780627692,263,2778,NP3C_cortado_1vz,9699,15885,8214,8573,7895,9699,60,82,36
"56",-53.5315878691589,"-30.769983",0.0732373447928509,0.502566114696769,0.506046856615688,0.118484194150475,4.27100728703955,1.00692593833354,0.235758421997799,247,2778,NP3C_cortado_1vz,9337,16090,8147,8514,7881,9337,59,85,38
"57",-53.5303730280374,"-30.769983",0.550261873681517,0.468032174626856,0.759401616191659,0.087719428869146,8.65716553312817,1.62254147761765,0.187421791972061,240,2778,NP3C_cortado_1vz,9559,15303,8240,8485,7871,9559,54,80,33
"58",-53.5291581869159,"-30.769983",0.443686696618611,0.0630782827214511,0.236760191110218,0.996411970512533,0.237612752673408,3.7534343183649,15.7964346447511,243,2778,NP3C_cortado_1vz,9004,14848,8067,8349,7828,9004,56,82,35
"59",-53.5279433457944,"-30.769983",0.613726590799184,0.268849416612195,0.178787880971695,0.308465831276123,0.579603517939247,0.665011229053882,1.14735540498149,253,2778,NP3C_cortado_1vz,10721,17106,8959,9192,8162,10721,65,91,44
"60",-53.5267285046729,"-30.769983",0.954503709144336,0.628146430280991,0.229688467662727,0.861940917098372,0.266478204139499,0.365660706787714,1.37219742968657,261,2778,NP3C_cortado_1vz,10560,17582,8915,9131,8267,10560,66,87,44
"61",-53.5255136635514,"-30.769983",0.960859798876333,0.233996528755332,0.689380884134046,0.774050164746863,0.890615254063661,2.94611585821799,3.30795575842159,259,2778,NP3C_cortado_1vz,9774,17464,8289,8698,8006,9774,64,85,42
"62",-53.5242988224299,"-30.769983",0.0463078151720754,0.351181048027711,0.215450719325676,0.790838105903197,0.272433406682667,0.613503264301083,2.25193845267184,270,2778,NP3C_cortado_1vz,10303,14725,8516,8719,8034,10303,53,74,31
"63",-53.5230839813084,"-30.769983",0.405815807271047,0.743534858738793,0.370430355374975,0.841277666590478,0.440318779501483,0.498201733276245,1.13145692727504,288,2778,NP3C_cortado_1vz,9428,16441,8123,8473,7943,9428,63,84,41
"64",-53.5218691401869,"-30.769983",0.449082695624776,0.248999178264036,0.268564592617788,0.682540431433913,0.393477924895343,1.07857622057293,2.74113527680061,294,2778,NP3C_cortado_1vz,11993,17935,9241,9548,8493,11993,76,96,47
"65",-53.5206542990654,"-30.769983",0.88111477756947,0.240151521880739,0.78809107801492,0.133986367525672,5.8818750934786,3.28164099000085,0.557924290782594,281,2778,NP3C_cortado_1vz,9911,16151,8302,8669,8032,9911,65,84,38
"66",-53.5194394579439,"-30.769983",0.925339987509238,0.263503873372891,0.782496220356456,0.16500608405167,4.74222647518515,2.96958147271378,0.626199842679981,287,2778,NP3C_cortado_1vz,8900,14038,7927,8193,7725,8900,62,78,39
"67",-53.5182246168224,"-30.769983",0.73932972950435,0.380177661889866,0.136518294116082,0.490384713364914,0.278390191201767,0.359090782550054,1.28988302712792,299,2778,NP3C_cortado_1vz,9231,13327,8058,8274,7711,9231,59,75,38
"68",-53.5170097757009,"-30.769983",0.361673830665552,0.640839452627945,0.235667738387735,0.911802520018365,0.258463574308819,0.367748485866955,1.42282519635653,299,2778,NP3C_cortado_1vz,10267,16381,8563,8805,8008,10267,62,89,36
"69",-53.5157949345794,"-30.769983",0.209755873568798,0.82385306827297,0.741920049858843,0.454237718314765,1.63332990622485,0.900548991598852,0.551357682343741,282,2778,NP3C_cortado_1vz,10245,18232,8496,8853,8051,10245,71,98,45
"70",-53.5145800934579,"-30.769983",0.653553915536158,0.132034990887112,0.944217221032926,0.948122917788734,0.995880600835051,7.15126509032911,7.1808458607716,259,2778,NP3C_cortado_1vz,9895,15873,8289,8655,8059,9895,61,88,37
"71",-53.5133652523364,"-30.769983",0.514143867374222,0.591637661121864,0.0615202071638546,0.512042113057999,0.12014677229661,0.103982912526562,0.865465717796031,243,2778,NP3C_cortado_1vz,9189,16110,8071,8456,7756,9189,58,85,34
"72",-53.512150411215,"-30.769983",0.508293246391259,0.687797900047053,0.441271010813379,0.668239629720649,0.660348460623097,0.641570744521307,0.971563928408234,231,2778,NP3C_cortado_1vz,8713,11922,7888,8086,7671,8713,47,73,28
"73",-53.5109355700935,"-30.769983",0.0780902872349092,0.251052840900559,0.22244139587496,0.470500730698723,0.472775877615792,0.886034171439901,1.87411036262715,236,2778,NP3C_cortado_1vz,9721,15763,8330,8641,7934,9721,61,86,44
"74",-53.509720728972,"-30.769983",0.538308958620839,0.0471596214849205,0.213832964913514,0.341314795170847,0.626497790130893,4.53423836283097,7.23743712149988,224,2778,NP3C_cortado_1vz,9317,13232,8159,8390,7870,9317,54,79,37
"75",-53.5085058878505,"-30.769983",0.816617997003847,0.561988170476091,0.0846688173505443,0.531259340694876,0.159373795178451,0.150659429857423,0.945321216004987,238,2778,NP3C_cortado_1vz,8927,14151,7969,8277,7738,8927,54,79,37
"76",-53.507291046729,"-30.769983",0.0225451445687428,0.884524676329713,0.337618509554242,0.664339826734022,0.508201519716223,0.381694845366182,0.751069862166722,229,2778,NP3C_cortado_1vz,11219,19293,9054,9336,8265,11219,70,96,51
"77",-53.5060762056075,"-30.769983",0.17723168475929,0.258411344765335,0.964746354599834,0.0763531399672693,12.6353199752282,3.73337461432247,0.295471315458716,207,2778,NP3C_cortado_1vz,9921,16721,8462,8621,7982,9921,62,88,41
"78",-53.504861364486,"-30.769983",0.144060622197611,0.919959783371447,0.131235464439113,0.676975611923792,0.193855527625545,0.142653479870788,0.735875224287335,195,2778,NP3C_cortado_1vz,9315,15069,8097,8434,7855,9315,56,82,35
"79",-53.5036465233645,"-30.769983",0.0384803614308465,0.0057569889997113,0.169351205380072,0.81444888052892,0.207933498871153,29.4166282736626,141.471328253322,191,2778,NP3C_cortado_1vz,11085,18644,9080,9319,8200,11085,64,90,43
"80",-53.502431682243,"-30.769983",0.752104062917975,0.674771396912506,0.266909461766125,0.980401457574327,0.272245068287131,0.395555388072761,1.45293867235669,198,2778,NP3C_cortado_1vz,9554,17332,8226,8553,7921,9554,63,85,39
"81",-53.5012168411215,"-30.769983",0.810432343341484,0.781696328044208,0.79420645998406,0.547988707830827,1.44931172601689,1.01600382589893,0.701025050484612,203,2778,NP3C_cortado_1vz,9708,16291,8273,8492,7933,9708,65,87,41
"82",-53.500002,"-30.769983",0.278871623706615,0.209680378788722,0.293288159976666,0.450719353976725,0.650711262760222,1.39873917469497,2.14955427198497,,2778,NP3C_cortado_1vz,9912,16233,8406,8746,8064,9912,66,88,42
"83",-53.5850408785047,"-30.7654074745763",0.729081069929136,0.949730261953147,0.493249741317885,0.19249133153755,2.56245170823012,0.519357717741354,0.202680002153123,236,2778,NP3C_cortado_1vz,11975,22691,9277,10264,8644,11975,85,113,54
"84",-53.5838260373832,"-30.7654074745763",0.420154483821594,0.90459945839257,0.0339859333251575,0.388029780390945,0.0875858891317987,0.0375701455598358,0.428952037049033,239,2778,NP3C_cortado_1vz,10079,17475,8423,9244,8087,10079,68,96,38
"85",-53.5826111962617,"-30.7654074745763",0.16731849198515,0.0448314633463572,0.97803415578493,0.493809320488569,1.98059071630579,21.8157981645362,11.0147937102458,251,2778,NP3C_cortado_1vz,10122,17495,8526,9195,8150,10122,70,98,37
"86",-53.5813963551402,"-30.7654074745763",0.725711768862429,0.766886333713726,0.523322578366845,0.860830273020183,0.607927712080562,0.682399144906653,1.12250047389882,257,2778,NP3C_cortado_1vz,10677,17738,8974,9497,8210,10677,67,92,34
"87",-53.5801815140187,"-30.7654074745763",0.79012469450236,0.578778637082275,0.945571844818808,0.422709306969445,2.23693169094845,1.63373660366181,0.730347113536182,267,2778,NP3C_cortado_1vz,11244,20629,9145,9873,8379,11244,77,102,44
"88",-53.5789666728972,"-30.7654074745763",0.203916947960885,0.19664403856254,0.168401871231892,0.249315468693879,0.675456970697087,0.856379234595175,1.26785164969335,269,2778,NP3C_cortado_1vz,11459,21142,9197,10011,8396,11459,77,102,44
"89",-53.5777518317757,"-30.7654074745763",0.92393147973528,0.648178395858912,0.139767941231692,0.0627206847535945,2.22841861151208,0.215631903384381,0.0967645406793947,257,2778,NP3C_cortado_1vz,11580,19175,9259,9821,8390,11580,73,98,40
"90",-53.5765369906542,"-30.7654074745763",0.0047300815109095,0.507096770757127,0.170473609563391,0.598748629422522,0.284716492341383,0.336175695437507,1.18073839935631,258,2778,NP3C_cortado_1vz,11288,19553,9423,9687,8278,11288,72,101,45
"91",-53.5753221495327,"-30.7654074745763",0.70164967137848,0.324303264353526,0.2384739163911,0.805067557140951,0.296216030910494,0.735342324926885,2.48245283236909,261,2778,NP3C_cortado_1vz,9528,17814,8467,8933,7856,9528,65,100,34
"92",-53.5741073084112,"-30.7654074745763",0.340379789557197,0.385015558030677,0.569047472823223,0.0495731664495013,11.4789414027626,1.47798565786238,0.128756268196184,267,2778,NP3C_cortado_1vz,9576,18869,8176,8988,7920,9576,62,100,27
"93",-53.5728924672897,"-30.7654074745763",0.381709057113301,0.541978873483563,0.673472780876575,0.722252991333998,0.932461047523907,1.24261814219406,1.33262203873691,262,2778,NP3C_cortado_1vz,9896,19050,8550,9021,8084,9896,63,106,27
"94",-53.5716776261682,"-30.7654074745763",0.950942395265379,0.748840706174323,0.053865689397032,0.576578915556465,0.09342292606216,0.0719321064585565,0.76996203705604,259,2778,NP3C_cortado_1vz,10972,22033,8825,9839,8411,10972,75,104,40
"95",-53.5485956448598,"-30.7654074745763",0.897142996826968,0.810487290071652,0.841279570028941,0.579321647013493,1.45218044995537,1.03799230454874,0.71478190233221,286,2778,NP3C_cortado_1vz,9620,15481,8280,8602,7874,9620,63,89,42
"96",-53.5473808037383,"-30.7654074745763",0.567240089292253,0.0955557946933974,0.0782484111846016,0.14665159459382,0.533566725962481,0.818876672374201,1.53472214913151,296,2778,NP3C_cortado_1vz,11587,14646,9702,9455,8433,11587,60,83,39
"97",-53.5461659626168,"-30.7654074745763",0.722972754960701,0.749262025296006,0.683205822444616,0.421498608913666,1.62089698043239,0.911838314740036,0.562551677094735,309,2778,NP3C_cortado_1vz,11610,16316,9576,9476,8448,11610,70,86,50
"98",-53.5449511214953,"-30.7654074745763",0.154953097031397,0.82934750253534,0.12638593042734,0.779407432156146,0.16215643476443,0.15239200701874,0.939783902132067,307,2778,NP3C_cortado_1vz,11516,19888,9171,9544,8363,11516,76,102,55
"99",-53.5437362803738,"-30.7654074745763",0.569639096901063,0.264817866517512,0.882516619558275,0.922415923920843,0.956744779304144,3.33254183776877,3.4832088032846,307,2778,NP3C_cortado_1vz,10725,18872,8872,9191,8162,10725,63,98,42
"100",-53.5425214392523,"-30.7654074745763",0.534838895662729,0.885064056652636,0.880068336850825,0.952880698941693,0.92358711623424,0.994355527417185,1.07662342830365,300,2778,NP3C_cortado_1vz,9420,16065,8188,8510,7875,9420,55,90,32
"101",-53.5413065981308,"-30.7654074745763",0.13356229922726,0.618106569404768,0.776376078414837,0.0675236463467807,11.4978399482103,1.25605537433857,0.109242725589869,308,2778,NP3C_cortado_1vz,9222,14937,8023,8441,7794,9222,60,79,34
"102",-53.5400917570093,"-30.7654074745763",0.0504318305884582,0.899846228119847,0.570462608862345,0.228510809481556,2.49643598986239,0.63395565935113,0.253944287746819,316,2778,NP3C_cortado_1vz,10992,16005,8793,8998,8201,10992,66,85,40
"103",-53.5388769158879,"-30.7654074745763",0.721742625803741,0.20095509147733,0.225287319130149,0.518298704423665,0.434666954031195,1.12108291197769,2.57917677334458,312,2778,NP3C_cortado_1vz,9767,15717,8138,8494,7830,9767,62,81,36
"104",-53.5376620747664,"-30.7654074745763",0.0384566587705294,0.87919564227477,0.958987349318479,0.638854004636563,1.50110563972129,1.09075534864716,0.726634635021207,297,2778,NP3C_cortado_1vz,10579,16301,8493,8791,8200,10579,66,85,40
"105",-53.5364472336449,"-30.7654074745763",0.415096233784388,0.462821680785002,0.446015187098814,0.719111718345769,0.620230731498603,0.963686891984658,1.55375547041372,281,2778,NP3C_cortado_1vz,8810,13177,7951,8279,7827,8810,51,73,27
"106",-53.5352323925234,"-30.7654074745763",0.43527329062004,0.495682757489746,0.755834162792103,0.753056907559729,1.00368797524396,1.52483448611331,1.51923159759154,281,2778,NP3C_cortado_1vz,9497,13843,8241,8517,8153,9497,58,80,34
"107",-53.5340175514019,"-30.7654074745763",0.196305251189536,0.677543227010599,0.98397333591893,0.850093005634848,1.15748903872477,1.4522665074232,1.25466977123446,266,2778,NP3C_cortado_1vz,9113,14846,7968,8412,7887,9113,56,78,32
"108",-53.5328027102804,"-30.7654074745763",0.357280056431236,0.650416615053969,0.628044079069146,0.917381848599651,0.684604867676237,0.965602760650623,1.41045266582486,269,2778,NP3C_cortado_1vz,10836,15582,8681,8899,8259,10836,62,84,38
"109",-53.5315878691589,"-30.7654074745763",0.213119210506861,0.966149199536147,0.676390457482316,0.0467791029818055,14.4592438582115,0.700089031597868,0.0484180942283701,253,2778,NP3C_cortado_1vz,10105,17963,8427,8818,8085,10105,59,87,39
"110",-53.5303730280374,"-30.7654074745763",0.631566347251153,0.99200415408181,0.244104945115201,0.796675139183499,0.30640462229734,0.246072502933359,0.803096575659902,250,2778,NP3C_cortado_1vz,9142,15262,8018,8397,7828,9142,56,79,37
"111",-53.5291581869159,"-30.7654074745763",0.456800314427315,0.731500324818141,0.107151305745398,0.595268161087214,0.180005101481816,0.146481555933741,0.81376335852647,259,2778,NP3C_cortado_1vz,9013,15021,8013,8396,7767,9013,60,81,42
"112",-53.5279433457944,"-30.7654074745763",0.813703939271217,0.983069610911898,0.175900055638124,0.406307540338476,0.432923434036173,0.178929399999415,0.41330495402211,271,2778,NP3C_cortado_1vz,9264,13041,8124,8419,8007,9264,65,81,45
"113",-53.5267285046729,"-30.7654074745763",0.203811019604309,0.443665028304749,0.90230179371769,0.892569471011194,1.01090371452596,2.0337455876687,2.0118093923736,300,2778,NP3C_cortado_1vz,9420,14983,8129,8445,7762,9420,59,79,42
"114",-53.5255136635514,"-30.7654074745763",0.264412035028458,0.521976441674124,0.848233075708835,0.919029287690981,0.922966315730788,1.6250409175332,1.76067196585232,309,2778,NP3C_cortado_1vz,9071,13777,8059,8380,7774,9071,51,72,31
"115",-53.5242988224299,"-30.7654074745763",0.885199978710506,0.575907367859886,0.176074918239723,0.671061557047938,0.262382662798168,0.305734790117429,1.16522481652154,314,2778,NP3C_cortado_1vz,9551,14196,8287,8573,7872,9551,58,80,33
